version,id,assetId,isDifferent,isUnlockedByDefault,isAccessable
5,336,414,FALSE,FALSE,TRUE
5,337,415,FALSE,FALSE,TRUE
5,338,416,FALSE,FALSE,TRUE
5,339,417,FALSE,FALSE,TRUE
5,340,420,FALSE,FALSE,TRUE
5,341,421,FALSE,FALSE,TRUE
5,342,422,FALSE,FALSE,TRUE
5,343,423,FALSE,FALSE,TRUE
5,344,424,FALSE,FALSE,TRUE
5,345,425,FALSE,FALSE,TRUE
5,346,426,FALSE,FALSE,TRUE
5,347,427,FALSE,FALSE,TRUE
5,348,60,TRUE,FALSE,TRUE
5,349,61,TRUE,FALSE,TRUE
5,350,62,TRUE,FALSE,TRUE
5,351,63,FALSE,FALSE,FALSE
5,352,64,FALSE,FALSE,FALSE
5,353,65,FALSE,FALSE,FALSE
5,354,66,FALSE,FALSE,FALSE
5,355,428,FALSE,FALSE,TRUE
5,356,429,FALSE,FALSE,TRUE
5,357,430,FALSE,FALSE,TRUE
5,358,431,FALSE,FALSE,TRUE
5,359,432,FALSE,FALSE,TRUE
5,360,433,FALSE,FALSE,TRUE
5,361,434,FALSE,FALSE,TRUE
5,362,435,FALSE,FALSE,TRUE
5,363,436,FALSE,FALSE,TRUE
5,364,437,FALSE,FALSE,TRUE
5,365,438,FALSE,FALSE,TRUE
5,366,439,FALSE,FALSE,TRUE
5,367,440,FALSE,FALSE,TRUE
5,368,441,FALSE,FALSE,TRUE
5,369,442,FALSE,FALSE,TRUE
5,370,443,FALSE,FALSE,TRUE
5,371,444,FALSE,FALSE,TRUE
5,372,445,FALSE,FALSE,TRUE
5,373,446,FALSE,FALSE,TRUE
5,374,447,FALSE,FALSE,TRUE
5,375,448,FALSE,FALSE,TRUE
5,376,449,FALSE,FALSE,TRUE
5,377,82,FALSE,FALSE,FALSE
5,378,83,FALSE,FALSE,FALSE
5,379,450,FALSE,FALSE,TRUE
5,380,451,FALSE,FALSE,TRUE
5,381,452,FALSE,FALSE,TRUE
5,382,453,FALSE,FALSE,TRUE
5,383,454,FALSE,FALSE,TRUE
5,384,455,FALSE,FALSE,TRUE
5,385,456,FALSE,FALSE,TRUE
5,386,457,FALSE,FALSE,TRUE
5,387,458,FALSE,FALSE,TRUE
5,388,459,FALSE,FALSE,TRUE
5,389,460,FALSE,FALSE,TRUE
5,390,461,FALSE,FALSE,TRUE
5,391,462,FALSE,FALSE,TRUE
5,392,463,FALSE,FALSE,TRUE
5,393,78,FALSE,FALSE,FALSE
5,394,79,FALSE,FALSE,FALSE
5,395,464,FALSE,FALSE,TRUE
5,396,465,FALSE,FALSE,TRUE
5,397,466,FALSE,FALSE,TRUE
5,398,467,FALSE,FALSE,TRUE
5,399,468,FALSE,FALSE,TRUE
5,400,469,FALSE,FALSE,TRUE
5,401,470,FALSE,FALSE,TRUE
5,402,471,FALSE,FALSE,TRUE
5,403,472,FALSE,FALSE,TRUE
5,404,473,FALSE,FALSE,TRUE
5,405,474,FALSE,FALSE,TRUE
5,406,475,FALSE,FALSE,TRUE
5,407,476,FALSE,FALSE,TRUE
5,408,477,FALSE,FALSE,TRUE
5,409,40,FALSE,FALSE,TRUE
5,410,41,FALSE,FALSE,TRUE
5,411,42,FALSE,FALSE,TRUE
5,412,43,FALSE,FALSE,TRUE
5,413,44,FALSE,FALSE,TRUE
5,414,478,FALSE,FALSE,TRUE
5,415,479,FALSE,FALSE,TRUE
5,416,480,FALSE,FALSE,TRUE
5,417,481,FALSE,FALSE,TRUE
5,418,482,FALSE,FALSE,TRUE
5,419,483,FALSE,FALSE,TRUE
5,420,484,FALSE,FALSE,TRUE
5,421,485,FALSE,FALSE,TRUE
5,422,486,FALSE,FALSE,TRUE
5,423,487,FALSE,FALSE,TRUE
5,424,488,FALSE,FALSE,TRUE
5,425,489,FALSE,FALSE,TRUE
5,426,490,FALSE,FALSE,TRUE
5,427,491,FALSE,FALSE,TRUE
5,428,492,FALSE,FALSE,TRUE
5,429,493,FALSE,FALSE,TRUE
5,430,494,FALSE,FALSE,TRUE
5,431,495,FALSE,FALSE,TRUE
5,432,496,FALSE,FALSE,TRUE
5,433,497,FALSE,FALSE,TRUE
5,434,498,FALSE,FALSE,TRUE
5,435,499,FALSE,FALSE,TRUE
5,436,500,FALSE,FALSE,TRUE
5,437,501,FALSE,FALSE,TRUE
5,438,502,FALSE,FALSE,TRUE
5,439,503,FALSE,FALSE,TRUE
5,440,504,FALSE,FALSE,TRUE
5,441,505,FALSE,FALSE,TRUE
5,442,506,FALSE,FALSE,TRUE
5,443,507,FALSE,FALSE,TRUE
5,444,508,FALSE,FALSE,TRUE
5,445,509,FALSE,FALSE,TRUE
5,446,510,FALSE,FALSE,TRUE
5,447,511,FALSE,FALSE,TRUE
5,448,512,FALSE,FALSE,TRUE
5,449,513,FALSE,FALSE,TRUE
5,450,514,FALSE,FALSE,TRUE
5,451,515,FALSE,FALSE,TRUE
5,452,516,FALSE,FALSE,TRUE
5,453,517,FALSE,FALSE,TRUE
5,454,518,FALSE,FALSE,TRUE
5,455,519,FALSE,FALSE,TRUE
5,456,520,FALSE,FALSE,TRUE
5,457,521,FALSE,FALSE,TRUE
5,458,522,FALSE,FALSE,TRUE
5,459,523,FALSE,FALSE,TRUE
5,460,524,FALSE,FALSE,TRUE
5,461,525,FALSE,FALSE,TRUE
5,462,526,FALSE,FALSE,TRUE
5,463,527,FALSE,FALSE,TRUE
5,464,528,FALSE,FALSE,TRUE
5,465,529,FALSE,FALSE,TRUE
5,466,530,FALSE,FALSE,TRUE
5,467,531,FALSE,FALSE,TRUE
5,468,532,FALSE,FALSE,TRUE
5,469,533,FALSE,FALSE,TRUE
5,470,534,FALSE,FALSE,TRUE
5,471,535,FALSE,FALSE,TRUE
5,472,536,FALSE,FALSE,TRUE
5,473,537,FALSE,FALSE,TRUE
5,474,538,FALSE,FALSE,TRUE
5,475,539,FALSE,FALSE,TRUE
5,476,540,FALSE,FALSE,TRUE
5,477,541,FALSE,FALSE,TRUE
5,478,542,FALSE,FALSE,TRUE
5,479,543,FALSE,FALSE,TRUE
5,480,544,FALSE,FALSE,TRUE
5,481,545,FALSE,FALSE,TRUE
5,482,546,FALSE,FALSE,TRUE
5,483,547,FALSE,FALSE,TRUE
5,484,548,FALSE,FALSE,TRUE
5,485,549,FALSE,FALSE,TRUE
5,486,550,FALSE,FALSE,TRUE
5,487,551,FALSE,FALSE,TRUE
5,488,552,FALSE,FALSE,TRUE
5,489,553,FALSE,FALSE,TRUE
5,490,554,FALSE,FALSE,TRUE
5,491,555,FALSE,FALSE,TRUE
5,492,556,FALSE,FALSE,TRUE
5,493,557,FALSE,FALSE,TRUE
5,494,558,FALSE,FALSE,TRUE
5,495,559,FALSE,FALSE,TRUE
5,496,560,FALSE,FALSE,TRUE
5,497,561,FALSE,FALSE,TRUE
5,498,562,FALSE,FALSE,TRUE
5,499,563,FALSE,FALSE,TRUE
5,500,564,FALSE,FALSE,TRUE
5,501,565,FALSE,FALSE,TRUE
5,502,566,FALSE,FALSE,TRUE
5,503,567,FALSE,FALSE,TRUE
5,504,568,FALSE,FALSE,TRUE
5,505,569,FALSE,FALSE,TRUE
5,506,570,FALSE,FALSE,TRUE
5,507,571,FALSE,FALSE,TRUE
5,508,572,FALSE,FALSE,TRUE
5,509,573,FALSE,FALSE,TRUE
5,510,27,TRUE,FALSE,FALSE
5,511,27,TRUE,FALSE,FALSE
5,512,27,TRUE,FALSE,FALSE
5,513,27,TRUE,FALSE,FALSE
5,514,27,TRUE,FALSE,FALSE
5,515,574,FALSE,FALSE,TRUE
5,516,575,FALSE,FALSE,TRUE
5,517,576,FALSE,FALSE,TRUE
5,518,577,FALSE,FALSE,TRUE
5,519,578,FALSE,FALSE,TRUE
5,520,579,FALSE,FALSE,TRUE
5,521,580,FALSE,FALSE,TRUE
5,522,581,FALSE,FALSE,TRUE
5,523,582,FALSE,FALSE,TRUE
5,524,583,FALSE,FALSE,TRUE
5,525,584,FALSE,FALSE,TRUE
5,526,585,FALSE,FALSE,TRUE
5,527,586,FALSE,FALSE,TRUE
5,528,587,FALSE,FALSE,TRUE
5,529,588,FALSE,FALSE,TRUE
5,530,589,FALSE,FALSE,TRUE
5,531,590,FALSE,FALSE,TRUE
5,532,591,FALSE,FALSE,TRUE
5,533,592,FALSE,FALSE,TRUE
5,534,593,FALSE,FALSE,TRUE
5,535,594,FALSE,FALSE,TRUE
5,536,596,FALSE,FALSE,TRUE
5,537,597,FALSE,FALSE,TRUE
5,538,598,FALSE,FALSE,TRUE
5,539,601,FALSE,FALSE,TRUE
5,540,603,FALSE,FALSE,TRUE
5,541,599,FALSE,FALSE,TRUE
5,542,600,FALSE,FALSE,TRUE
5,543,602,FALSE,FALSE,TRUE
5,544,604,FALSE,FALSE,TRUE
5,545,595,FALSE,FALSE,TRUE
5,546,605,FALSE,FALSE,TRUE
4,0,101,TRUE,TRUE,TRUE
4,1,102,TRUE,TRUE,TRUE
4,2,103,TRUE,TRUE,TRUE
4,3,90,TRUE,FALSE,FALSE
4,4,91,TRUE,FALSE,FALSE
4,5,92,TRUE,FALSE,FALSE
4,6,93,TRUE,FALSE,FALSE
4,7,94,TRUE,FALSE,FALSE
4,8,95,TRUE,FALSE,FALSE
4,9,96,TRUE,FALSE,FALSE
4,10,97,TRUE,FALSE,FALSE
4,11,98,TRUE,FALSE,FALSE
4,12,97,TRUE,FALSE,FALSE
4,13,0,FALSE,FALSE,TRUE
4,14,1,FALSE,TRUE,TRUE
4,15,2,FALSE,FALSE,TRUE
4,16,3,FALSE,FALSE,TRUE
4,17,4,FALSE,FALSE,TRUE
4,18,5,FALSE,FALSE,TRUE
4,19,6,FALSE,FALSE,TRUE
4,20,7,FALSE,FALSE,TRUE
4,21,8,FALSE,FALSE,TRUE
4,22,9,FALSE,FALSE,TRUE
4,23,10,FALSE,FALSE,TRUE
4,24,11,FALSE,FALSE,TRUE
4,25,12,FALSE,FALSE,TRUE
4,26,13,FALSE,FALSE,TRUE
4,27,14,FALSE,FALSE,TRUE
4,28,15,FALSE,FALSE,TRUE
4,29,24,FALSE,FALSE,TRUE
4,30,25,FALSE,FALSE,TRUE
4,31,16,FALSE,FALSE,TRUE
4,32,17,FALSE,FALSE,TRUE
4,33,28,FALSE,FALSE,TRUE
4,34,29,FALSE,FALSE,TRUE
4,35,18,FALSE,FALSE,FALSE
4,36,19,FALSE,FALSE,FALSE
4,37,20,FALSE,FALSE,FALSE
4,38,21,TRUE,FALSE,FALSE
4,39,22,TRUE,FALSE,FALSE
4,40,23,TRUE,FALSE,FALSE
4,41,26,TRUE,FALSE,FALSE
4,42,27,TRUE,FALSE,FALSE
4,43,104,FALSE,FALSE,TRUE
4,44,105,FALSE,FALSE,TRUE
4,45,106,FALSE,FALSE,TRUE
4,46,107,FALSE,FALSE,TRUE
4,47,132,FALSE,FALSE,TRUE
4,48,145,FALSE,FALSE,TRUE
4,49,157,FALSE,FALSE,TRUE
4,50,108,FALSE,FALSE,TRUE
4,51,109,FALSE,FALSE,TRUE
4,52,110,FALSE,FALSE,TRUE
4,53,137,FALSE,FALSE,TRUE
4,54,134,FALSE,FALSE,TRUE
4,55,136,FALSE,FALSE,TRUE
4,56,111,FALSE,FALSE,TRUE
4,57,112,FALSE,FALSE,TRUE
4,58,113,FALSE,FALSE,TRUE
4,59,114,FALSE,FALSE,TRUE
4,60,115,FALSE,FALSE,TRUE
4,61,116,FALSE,FALSE,TRUE
4,62,117,FALSE,FALSE,TRUE
4,63,118,FALSE,FALSE,TRUE
4,64,158,FALSE,FALSE,TRUE
4,65,119,FALSE,FALSE,TRUE
4,66,120,FALSE,FALSE,TRUE
4,67,147,FALSE,FALSE,TRUE
4,68,121,FALSE,FALSE,TRUE
4,69,122,FALSE,FALSE,TRUE
4,70,135,FALSE,FALSE,TRUE
4,71,133,FALSE,FALSE,TRUE
4,72,123,FALSE,FALSE,TRUE
4,73,148,FALSE,FALSE,TRUE
4,74,124,FALSE,FALSE,TRUE
4,75,125,FALSE,FALSE,TRUE
4,76,146,FALSE,FALSE,TRUE
4,77,155,FALSE,FALSE,TRUE
4,78,126,FALSE,FALSE,TRUE
4,79,127,FALSE,FALSE,TRUE
4,80,156,FALSE,FALSE,TRUE
4,81,128,FALSE,FALSE,TRUE
4,82,129,FALSE,FALSE,TRUE
4,83,130,FALSE,FALSE,TRUE
4,84,131,FALSE,FALSE,TRUE
4,85,138,FALSE,FALSE,TRUE
4,86,139,FALSE,FALSE,TRUE
4,87,140,FALSE,FALSE,TRUE
4,88,141,FALSE,FALSE,TRUE
4,89,173,FALSE,FALSE,TRUE
4,90,144,FALSE,FALSE,TRUE
4,91,143,FALSE,FALSE,TRUE
4,92,142,FALSE,FALSE,TRUE
4,93,172,FALSE,FALSE,TRUE
4,94,174,FALSE,FALSE,TRUE
4,95,159,FALSE,FALSE,TRUE
4,96,160,FALSE,FALSE,TRUE
4,97,161,FALSE,FALSE,TRUE
4,98,162,FALSE,FALSE,TRUE
4,99,163,FALSE,FALSE,TRUE
4,100,164,FALSE,FALSE,TRUE
4,101,165,FALSE,FALSE,TRUE
4,102,166,FALSE,FALSE,TRUE
4,103,167,FALSE,FALSE,TRUE
4,104,168,FALSE,FALSE,TRUE
4,105,169,FALSE,FALSE,TRUE
4,106,170,FALSE,FALSE,TRUE
4,107,171,FALSE,FALSE,TRUE
4,108,176,FALSE,FALSE,TRUE
4,109,177,FALSE,FALSE,TRUE
4,110,178,FALSE,FALSE,TRUE
4,111,175,FALSE,FALSE,TRUE
4,112,179,FALSE,FALSE,TRUE
4,113,195,FALSE,FALSE,TRUE
4,114,196,FALSE,FALSE,TRUE
