chapter,page,phrase,phraseOrig
2,0,,誰もが、ヴェルデ伯爵領は永劫に安寧を保つであろうと信じていた。伯爵自身も、自信を深めている。
2,0,,しかしただひとり、不安を訴える者がいた。
2,0,,"{""text"":""「近頃、悪い夢をよく見ます。\n我が国の豊富な銀を狙い、隣国の諸侯がこの地に攻め込んでくるのです。\n私は、恐ろしい……\n\nこれがもし、現実になったら……」"",""highlight"":true}"
2,0,,"伯爵夫人${""text"":""クラウディア"",""annotation"":3}$は言い募る。怯えたような衰弱したような顔つきだが、それが彼女の美しさを損なうことは無く、むしろ儚げな魅力が増し、伯爵の心を打つのである。"
2,1,,「では、どうすればいいのだ？」
2,1,,"{""text"":""ヴェルデ伯爵"",""annotation"":0}$は${""text"":""クラウディア"",""annotation"":3}$を愛している。商人どもの私兵団を殲滅したあの日、偶然町中で目が合った女性に過ぎないのだが、伯爵は一瞬にしてその深い瞳に吸い込まれていた。５日後には婚姻を申し込み、クラウディアもその申し出を謹みつつも受け入れた。"
2,1,,"クラウディアの${""text"":""素性は、いくら調べても"",""clueId"":0}$判然としない。町人たちの噂では「没落貴族の落とし子」とも「王族の隠し子」とも言われているらしいが、所詮噂である。本来であれば出自のわからぬ女性を娶ることなど、貴族にはあり得ない。"
2,1,,しかしクラウディアが纏う高貴なる者特有の気配と美しさは、伯爵にしきたりを破らせるには十分過ぎるほどであったという。
2,1,,「私はお前が不安に怯える顔など見たくは無い。望みがあるなら申せ」
2,1,,クラウディアを愛するが故、伯爵はこのように答えた。
2,1,,しかしそれに对するクラウディアの要望は穏便なものではなかった。
2,1,,"{""text"":""「隣国が無ければ、攻め込まれる不安も無くなると思うのです」"",""highlight"":true}"
2,1,,
2,1,,剣呑な提案である。元来聡明な伯爵は、現に3年前のあの日以来「赤の力」を用いたことは無い。
2,1,,その伯爵が、いまだ攻め込まれてもいない状況で先制攻撃をするととは思えぬ。
2,1,,「……わかった。隣国を滅ぼせばよいのだな」
2,1,,しかしなぜか、伯爵は一片の逡巡もなくクラウディアの願いを受け入れていた。
2,1,,まるでなにかにか、魅入られたように――
2,2,,"かくして${""text"":""ヴェルデ伯爵"",""annotation"":0}$は出征し、領国を取り囲む５つの隣国のうち２つを、わずか３週間で滅ぼした。"
2,2,,"わずかな従者のみを引き連れての出征である。しかし3年間使われることの無かった「${""text"":""赤の力"",""annotation"":5}$」が存分に振るわれ、隣国の騎士たちはことごとく黒い灰と化した。"
2,2,,"なお出征にあたり伯爵不在の間、領国の守りは手薄になる。それを案したヴェルデ伯爵は${""text"":""ラインハルト"",""annotation"":1}$に、民兵を強制徴用し守備隊を編成せよと命じた。"
2,2,,「伯爵、なぜ今、隣国を攻め滅ぼす必要があるのですか？」
2,2,,しかも、領民に無理を強いる施策である。ラインハルトの疑問は尤もであった。
2,2,,「貴公が理由を考える必要は無い。たた余の言に従えばよいのだ」
2,2,,何がきっかけでヴェルデ伯爵がこのように豹変したのか、ラインハルトには理解できない。
2,2,,しかしラインハルトもまた「赤の力」を目の当たりにし伯爵を畏れていたので、それ以上強く反駁することはできなかった。
2,2,,"「残るは３カ国……${""text"":""５"",""clueId"":1}$つの隣国すべてを平定するまで、${""text"":""失敗は許されぬ"",""clueId"":1}$」"
2,2,,"ラインハルトの具申はこの時――３度目の出征直前が${""text"":""最後"",""clueId"":2}$であった。"
2,2,,"あれほど穏和たったはずの${""text"":""伯爵の表情"",""clueId"":2}$が、この時邪悪な笑みに歪んでいたという。"
2,2,,そして、ラインハルトがそれ以上の具申をしなかった理由は、実に次のような経緯であった。
2,2,,
2,2,,"{""text"":""「伯爵様は、変わってしまわれました。\nあのお方の暴走を止められるのは、ラインハルト様たけです」"",""highlight"":true}"
2,3,,"{""text"":""ヴェルデ伯爵"",""annotation"":0}$が出征で城を留守にしている間に、悲しげな目で${""text"":""ラインハルト"",""annotation"":1}$に言い募る${""text"":""クラウディア"",""annotation"":3}$である。"
2,3,,もとよりラインハルトは、クラウディアのことを好いていた。いや、好いていたどころでは無い。
2,3,,この３年間、クラウディアのことを想わず眠りについたことは一晩も無い
2,3,,ラインハルトの心は、美しきクラウディアの腕であり続けた。だがクラウディアは伯爵夫人である。
2,3,,それゆえ、想いが長に溢れぬよう自制していたに過ぎない。
2,3,,"{""text"":""「ラインハルト様、お優しい貴方様こそかこの地を治めるにふさわしいお方です……\nどうか伯爵を打ち破り、真の安寧を私にお与え下さい」"",""highlight"":true}"
2,3,,クラウディアによるわずか二言三言の願いであったが、ラインハルトの心を揺さぶるには余りある。
2,3,,無論この時ラインハルトは、クラウディアこそが伯爵に隣国制圧を願った張本人であるとは知る由も無い。
2,3,,こうして、謀反の決意は固まった。
2,3,,"ただし手段が問題である。伯爵の「${""text"":""赤の力"",""annotation"":5}$」と渡り合うなど、到底考えられぬ。"
2,3,,正面からでは誰一人かなわないのだ。ならば暗殺を専業とする者、それも超一流の手練れにやらせるしかない。
2,3,,"そう考えたラインハルトは市井のつてを頼り、裏社会で名を馳せた暗殺者を${""text"":""推薦"",""clueId"":3}$され、接触に成功した。"
2,3,,"裏社会の人々はその暗殺者を「最後の${""text"":""アサシン"",""clueId"":3}$」と呼んでいる、という――"
2,4,,"最後のアサシン、その名は${""text"":""マクイヤ"",""annotation"":4}$。"
2,4,,既に若くして暗殺の生業からは足を洗っていた。人の命をひとつ消し去るたびに、自分のなかのなにかがひとつずつ失われるような感覚が常にあった。およそ５年前それに耐えきれなくなり、報酬は少ないが真っ当な仕事に身を置くことにしたのだった。
2,4,,ところが今彼は、大金を必要としている。
2,4,,マクイヤには妹がいた。しかしその妹は3年前から今日に作るまで、床から起き上がったことは一度も無い。
2,4,,原因不明の肺病に、冒されているのだ。
2,4,,医師は高価な薬を処方し、その薬のおかげでかろうじて妹の命は保たれているのだが、快癒できるほどの効能はない。
2,4,,暗殺を生業としていた頃の蓄えを切り崩し薬を買い続けていたマクイヤたったか、もはやそれも尽きかけている。
2,4,,"それゆえ、${""text"":""ラインハルト"",""annotation"":1}$の依頼を聞いたとき、彼の選択肢はひとつしかなかった。"
2,4,,「お前は、絶対に死なせない」
2,4,,強い覚悟が、マクイヤの精神を研ぎ澄ませる。
2,4,,
2,4,,"ただし――この時のマクイヤは知らない。妹が病んだのは、${""text"":""伯爵"",""annotation"":0}$の「${""text"":""赤の力"",""annotation"":5}$」で燃やされた跡に残る「${""text"":""懺悔の灰"",""annotation"":7}$」を吸い込んでいたことが原因であると。そして妹が死なずに済んでいるのは薬の効能ではなく、マクイヤ自身が持つ「${""text"":""白の力"",""clueId"":4,""annotation"":6}$」のおかげであることを。"
3,0,,"{""text"":""マクイヤ"",""annotation"":4}$は機会をうかがっていた。"
3,0,,"{""text"":""ヴェルデ伯爵"",""annotation"":0}$か５つの隣国すべてを平定し凱旋したのが２週間前。"
3,0,,"その前日からマクイヤは、使用人として伯爵の居城で働いている。手引きをしたのは${""text"":""ラインハルト"",""annotation"":1}$である。"
3,0,,日々、マクイヤは伯爵の日常を観察し続けていた。何時に眠り、何時に起き、何時に食事を取り、何時に執務を行うのか……
3,0,,暗殺を成功させるために、対象のすべてを知るべし。これはマクイヤが己自身に定めた鉄則であった。
3,0,,暗殺者としての日々は遠く過ぎ去っていたが、いまだ刻まれた業は消えぬ。
3,0,,しかしこういった用心深さ、周到な準備のおかけで、他の同業者がことごとく仕損した困難な対象をも、マクイヤは仕留めてきた。
3,0,,目的を果たせなかった依頼人が最後に訪れる先はマクイヤ――“最後のサシン”と呼ばれる由縁であった。
3,0,,そのマクイヤが、決行の時を迎えようとしていた。灯りを消した寝室で伯爵が眠りに就いている。
3,0,,最も眠りの深い夜明け前に、短剣で心臓を貫く。音も無く静かに、事は成されるであろう。
3,0,,長い観察の末、マクイヤが選んだ最適の時間と場所であった。
3,0,,
3,0,,今マクイヤは、ゆっくりと寝室の扉を開く。足音を消して進む技能は暗殺者にとって必須であり、その技能は錆び付いてはいなかった。
3,0,,数歩進み、腕の届く距離に、深く眠っている伯爵を捉える。
3,0,,右手に握った短剣を振り下ろせは、すべてが終わる――
3,0,,
3,0,,ところがその刹那、マクイヤは紅蓮の炎に包まれた。
3,0,,寝室の床には、黒い灰の山が残った。
3,1,,"夜が明け、広間で${""text"":""ヴェルデ伯爵"",""annotation"":0}$と${""text"":""クラウディア"",""annotation"":3}$、そして${""text"":""ラインハルト"",""annotation"":1}$がテーブルに着き、朝食を摂っている。"
3,1,,"ラインハルトは激しく動揺していた。彼は、暗殺決行が今日の未明であることを${""text"":""マクイヤ"",""annotation"":4}$から聞いていた。"
3,1,,にも関わらず目の前の伯爵は何事も無かったかのように落ち着き払い食事をしている。そして使用人たちの中に、マクイヤの姿が無かった
3,1,,「ラインハルトよ、なにを怯えている？」
3,1,,ウェルテ伯爵は淡々と問う、ラインハルトは絶句している。
3,1,,「今日までよく働いてくれたな」
3,1,,伯爵はゆっくりと立ち上がり、ラインハルトに向け、右手をかざした。
3,1,,
3,1,,「……さらばだ」
3,1,,
3,1,,言うやいなや伯爵は、テーブルもろともラインハルトを轟炎で覆い尽くす。
3,1,,「貴公は余に暗殺者を差し向け、余に取って代わろうと企んでいた」
3,1,,何らの感情も表に出さす、伯爵は言う。
3,1,,「すべてクラウディアが教えてくれたのだ」
3,1,,その一言を聞き、死の間際にいるラインハルトは衝撃を受けたそして伯爵の傍らに立つクラウディアを見た。
3,1,,「クラウディア……なぜだ……」
3,1,,絞り出すような点で問いかけるが、クラウティアは答えない。
3,1,,"ラインハルトが絶命の時${""text"":""最後"",""clueId"":0}$に見たものは、冷淡にして${""text"":""女神"",""clueId"":0}$のように美しいクラウディアであった。"
3,2,,"「これでこの時も、周りの国々も……そう、天に輝く${""text"":""星"",""clueId"":1}$々さえも、あなたのものですわ」"
3,2,,"微笑みつつ${""text"":""伯爵"",""annotation"":0}$に寄り添う${""text"":""クラウディア"",""annotation"":3}$である。"
3,2,,「そうだな。では改めて朝食にしよう」
3,2,,「伯爵は使用人を呼んだ。しかしそれに応える声は無い。使用人は、ことごとく逃げ散っていた。当然であろう。
3,2,,"伯爵の「${""text"":""赤の力"",""annotation"":5}$」は血縁者にまで向けられた。どのような経緯があったのか、使用人たちには理解できぬ。"
3,2,,ただ畏れ、遠ざかることしかできない。
3,2,,"「毎夜紅茶を淹れてくれた${""text"":""執事の……名はなんと言ったか……彼"",""clueId"":2}$も、既におらぬか」"
3,2,,当の伯爵は、なぜ使用人が皆逃げたのか理解できずにいる。忠誠を尽くしていた執事の名すら、思い出せなくなっている。
3,2,,「まあよい。クラウディアよ、お前さえ側にいてくれれば」
3,2,,暗殺者を返り討ちにし、次いで従兄弟をも消し去った。異常な事態である。
3,2,,しかし伯爵は虚ろに笑い、その瞳は爛々とぎらついていた。抑えきれぬ野心を映すように。
3,2,,
3,2,,その時――大広間に突如として人影が飛び込んできた。
3,3,,「貴様は……！？」
3,3,,
3,3,,"{""text"":""伯爵"",""annotation"":0}$は驚愕した。なぜなら夜明け前に寝室で灰と化したはずの暗殺者が今、眼前に立っている。"
3,3,,服装は使用人のそれではなく、まるで貴族のような着衣であった。
3,3,,"伯爵が「${""text"":""赤の力"",""annotation"":5}$」で燃やしたのは、${""text"":""マクイヤ"",""annotation"":4}$が着衣の上に重ねていた使用人の服のみであったのかも知れない。"
3,3,,不思議な力が、マクイヤを護ったとしか解釈できぬ。
3,3,,
3,3,,「……俺にもわからない。なぜ俺が生きているのか。ただ、これだけはわかる」
3,3,,"死の淵から蘇ったマクイヤは、伯爵の傍らに立つクラウディアに${""text"":""対峙"",""clueId"":3}$し、叫ぶ。"
3,3,,
3,3,,"「ヴェルデ伯爵と${""text"":""ラインハルト子爵"",""annotation"":1}$を操り、争いを導いたのは、お前だ！」"
3,4,,「聞くに値しない戯言はやめよ」
3,4,,"{""text"":""ヴェルテ伯爵"",""annotation"":0}$は再び「${""text"":""赤の力"",""annotation"":5}$」を発現し、${""text"":""マクイヤ"",""annotation"":4}$に炎を浴びせる。しかしその時マクイヤの全身は白い光に包まれ。"
3,4,,紅蓮の業火を跳ね返した――！
3,4,,「……どういうことだ？」
3,4,,"今や伯爵の顔色は驚きのみではなく、微かな不安が含まれている。そしてマクイヤを包む白い光はさらに大きく拡がり、伯爵と${""text"":""クラウディア"",""annotation"":3}$を呑み込み、大広間を輝きで満たした後、ようやく収まった。"
3,4,,"{""text"":[""「フフフ……君、生死を彷徨ったおかげで、"",{""text"":""白の力"",""annotation"":6},""に目覚めたんだね」""],""highlight"":true}"
3,4,,声の主は伯爵でもクラウティアでもなかった。
3,4,,「そ、そなたは……あの時の！？」
3,4,,伯爵には見覚えがあった。男にも見えるし女にも見える。若者に見えるが若者には持ち得ぬ落ち着きかある。
3,4,,３年前、ウェルデ伯爵に「赤の力」を与えた、得体の知れぬ者――
3,4,,"{""text"":[""「私の名は"",{""text"":""朱雀"",""annotation"":2},""。白の力を受けたせいで、化身が解けてしまったよ」""],""clueId"":4,""highlight"":true}"
3,4,,伯爵夫人クラウティアの真の姿は――伝説の神獣、朱雀だった。
3,4,,「白の力？俺にはわからない。たたわかるのは、お前がいなければこんなことにはなっていなかった！」
3,4,,怒りを込めた目で朱雀を睨み叫ぶマクイヤ。その身体はマクイヤの激昂に呼応するかのごとく、再びうっすらと白い光を帯びつつある。
3,4,,"{""text"":""「白の力は真実を照らす……たが君の解釈は違うな。間違っている」"",""highlight"":true}"
3,4,,薄笑いを浮かべながら朱雀はこう答えた。
3,4,,"{""text"":""「私は力を与えただけたよ。力の使い方を決めたのはその男さ」"",""highlight"":true}"
3,4,,クラウディアという美女に化身し、隣国への侵攻を提案したのは朱雀である。しかしそれは強制でも無く、催眠でも無い。あくまで伯爵の意志であった
3,4,,"同様に、${""text"":""ラインハルト"",""annotation"":1}$に謀反を唆したのも朱雀である。しかし伯爵に対する説得を諦め暗殺者を招き入れたのは、やはりラインハルトの意志であった。"
3,5,,"{""text"":""「人間というものは実に面白い。過きた力を与えればそれに呑まれ、本性を露わにする。あるいは欲しいものを手に入れるためなら、何年も手を取り合ってきた人間すら葬り去ろうとする」"",""highlight"":true}"
3,5,,"前者は${""text"":""ヴェルテ伯爵"",""annotation"":0}$を、後者は${""text"":""ラインハルト"",""annotation"":1}$を示唆しているのであろう。${""text"":""朱雀"",""annotation"":2}$は愉悦に浸るかのごとく、含み笑いを漏らす。"
3,5,,「……そうか。余は力に溺れ、大切なものを見失っていたというのか」
3,5,,
3,5,,"伯爵は寂しげに、しかし力強く構え「${""text"":""赤の力"",""annotation"":5}$」を、己の全身に纏った。"
3,5,,「償わねばならぬな、犯した過ちを」
3,5,,
3,5,,一際激しく燃えさかる炎とともに、伯爵は朱雀をかき抱いた。自らの身を燃やしながら、朱雀をも燃やすつもりであったのたろう。ところが――
3,5,,"{""text"":""「いい退屈しのぎだった。君らと会うことはもうないだろうが、またいつか人間の本性を見に来るよ。ハハハハッ……」"",""highlight"":true}"
3,5,,
3,5,,高笑いとともに朱雀はその場から消えてゆく。伯爵は自らが生み出した炎の中で息絶えた。
3,5,,
3,5,,"大広間には${""text"":""マクイヤ"",""annotation"":4}$だけが残った。“最後のアサシン”は、今回も最後まで生き延びた。"
3,5,,そのマクイヤが、灰と化した伯爵をじっと見る。灰の奥には壁があり、そこには皮肉にも、名君と呼ばれていた頃の、正義と威厳に溢れる伯爵の肖像画が飾られていた。
3,5,,
3,5,,その後マクイヤが我が家に帰るとそこには肺病から快癒した妹がいた。
3,5,,"「赤の力」の持ち主がこの世界から消えたおかげで同時に「${""text"":""懺悔の灰"",""annotation"":7}$」が引き起こす疫病も消え去ったのである。"
3,5,,
3,5,,マクイヤが暗殺に失敗したのはこれが最初にして最後である。
3,5,,しかし、彼の目的は達せられた。
